"year","title","name","state","where","date"
"2017","Mr","  ADERHOLT",NA,"House","2017-09-06"
"2017","Mr","  COLLINS","Georgia","House","2017-10-24"
"2017","Mr","  ELLISON",NA,"House","2017-09-13"
"2017","Mr","  FARENTHOLD",NA,"House","2017-03-02"
"2017","Mr","  GRAVES",NA,"House","2017-06-26"
"2017","Mr","  HOYER",NA,"House","2017-02-03"
"2017","Mr","  HOYER",NA,"House","2017-03-17"
"2017","Mr","  HOYER",NA,"House","2017-09-28"
"2017","Mr","  JODY B",NA,"House","2017-02-14"
"2017","Mr","  KATKO",NA,"House","2017-10-23"
"2017","Mr","  MCCARTHY",NA,"House","2017-09-28"
"2017","Mr","  MURPHY","Pennsylvania","House","2017-09-12"
"2017","Mr","  ROBERTS",NA,"Senate","2017-08-03"
"2017","Mr","  SANFORD",NA,"House","2017-09-07"
"2017","Mr"," ABRAHAM",NA,"House","2017-01-04"
"2017","Mr"," ABRAHAM",NA,"House","2017-02-02"
"2017","Mr"," ABRAHAM",NA,"House","2017-03-20"
"2017","Mr"," ABRAHAM",NA,"House","2017-03-21"
"2017","Mr"," ABRAHAM",NA,"House","2017-03-24"
"2017","Mr"," ABRAHAM",NA,"House","2017-05-24"
"2017","Mr"," ABRAHAM",NA,"House","2017-06-26"
"2017","Mr"," ABRAHAM",NA,"House","2017-07-17"
"2017","Mr"," ABRAHAM",NA,"House","2017-09-12"
"2017","Mr"," ABRAHAM",NA,"House","2017-09-25"
"2017","Mr"," ABRAHAM",NA,"House","2017-09-26"
"2017","Mr"," ABRAHAM",NA,"House","2017-10-03"
"2017","Mr"," ABRAHAM",NA,"House","2017-10-12"
"2017","Mr"," ABRAHAM",NA,"House","2017-10-25"
"2017","Mr"," ABRAHAM",NA,"House","2017-11-01"
"2017","Mr"," ABRAHAM",NA,"House","2017-11-14"
"2017","Mr"," ABRAHAM",NA,"House","2017-11-15"
"2017","Mr"," ABRAHAM",NA,"House","2017-12-18"
"2017","Mr"," ADERHOLT",NA,"House","2017-01-12"
"2017","Mr"," ADERHOLT",NA,"House","2017-01-24"
"2017","Mr"," ADERHOLT",NA,"House","2017-05-03"
"2017","Mr"," ADERHOLT",NA,"House","2017-07-27"
"2017","Mr"," ADERHOLT",NA,"House","2017-09-06"
"2017","Mr"," ADERHOLT",NA,"House","2017-10-03"
"2017","Mr"," ADERHOLT",NA,"House","2017-10-12"
"2017","Mr"," ADERHOLT",NA,"House","2017-12-07"
"2017","Mr"," AGUILAR",NA,"House","2017-01-12"
"2017","Mr"," AGUILAR",NA,"House","2017-01-31"
"2017","Mr"," AGUILAR",NA,"House","2017-03-17"
"2017","Mr"," AGUILAR",NA,"House","2017-05-18"
"2017","Mr"," AGUILAR",NA,"House","2017-06-08"
"2017","Mr"," AGUILAR",NA,"House","2017-06-20"
"2017","Mr"," AGUILAR",NA,"House","2017-06-22"
"2017","Mr"," AGUILAR",NA,"House","2017-06-26"
"2017","Mr"," AGUILAR",NA,"House","2017-06-27"
"2017","Mr"," AGUILAR",NA,"House","2017-07-12"
"2017","Mr"," AGUILAR",NA,"House","2017-07-25"
"2017","Mr"," AGUILAR",NA,"House","2017-09-06"
"2017","Mr"," AGUILAR",NA,"House","2017-09-07"
"2017","Mr"," AGUILAR",NA,"House","2017-09-13"
"2017","Mr"," AGUILAR",NA,"House","2017-09-26"
"2017","Mr"," AGUILAR",NA,"House","2017-10-24"
"2017","Mr"," AGUILAR",NA,"House","2017-11-02"
"2017","Mr"," AGUILAR",NA,"House","2017-11-08"
"2017","Mr"," AGUILAR",NA,"House","2017-12-19"
"2017","Mr"," AL GREEN","Texas","House","2017-01-12"
"2017","Mr"," AL GREEN","Texas","House","2017-01-30"
"2017","Mr"," AL GREEN","Texas","House","2017-02-01"
"2017","Mr"," AL GREEN","Texas","House","2017-02-14"
"2017","Mr"," AL GREEN","Texas","House","2017-03-24"
"2017","Mr"," AL GREEN","Texas","House","2017-03-29"
"2017","Mr"," AL GREEN","Texas","House","2017-04-05"
"2017","Mr"," AL GREEN","Texas","House","2017-05-17"
"2017","Mr"," AL GREEN","Texas","House","2017-05-23"
"2017","Mr"," AL GREEN","Texas","House","2017-06-07"
"2017","Mr"," AL GREEN","Texas","House","2017-06-08"
"2017","Mr"," AL GREEN","Texas","House","2017-06-28"
"2017","Mr"," AL GREEN","Texas","House","2017-07-19"
"2017","Mr"," AL GREEN","Texas","House","2017-07-26"
"2017","Mr"," AL GREEN","Texas","House","2017-07-27"
"2017","Mr"," AL GREEN","Texas","House","2017-09-06"
"2017","Mr"," AL GREEN","Texas","House","2017-09-08"
"2017","Mr"," AL GREEN","Texas","House","2017-09-13"
"2017","Mr"," AL GREEN","Texas","House","2017-09-26"
"2017","Mr"," AL GREEN","Texas","House","2017-09-27"
"2017","Mr"," AL GREEN","Texas","House","2017-10-02"
"2017","Mr"," AL GREEN","Texas","House","2017-10-11"
"2017","Mr"," AL GREEN","Texas","House","2017-10-12"
"2017","Mr"," AL GREEN","Texas","House","2017-10-24"
"2017","Mr"," AL GREEN","Texas","House","2017-10-25"
"2017","Mr"," AL GREEN","Texas","House","2017-11-07"
"2017","Mr"," AL GREEN","Texas","House","2017-11-08"
"2017","Mr"," AL GREEN","Texas","House","2017-11-14"
"2017","Mr"," AL GREEN","Texas","House","2017-11-15"
"2017","Mr"," AL GREEN","Texas","House","2017-11-29"
"2017","Mr"," AL GREEN","Texas","House","2017-11-30"
"2017","Mr"," AL GREEN","Texas","House","2017-12-01"
"2017","Mr"," AL GREEN","Texas","House","2017-12-05"
"2017","Mr"," AL GREEN","Texas","House","2017-12-06"
"2017","Mr"," AL GREEN","Texas","House","2017-12-07"
"2017","Mr"," AL GREEN","Texas","House","2017-12-12"
"2017","Mr"," AL GREEN","Texas","House","2017-12-13"
"2017","Mr"," AL GREEN","Texas","House","2017-12-19"
"2017","Mr"," AL GREEN","Texas","House","2017-12-20"
"2017","Mr"," AL GREEN",NA,"House","2017-07-26"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-01-10"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-01-11"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-01-24"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-02-01"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-02-03"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-02-06"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-03-08"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-03-09"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-03-15"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-03-21"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-03-22"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-03-28"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-03-29"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-04-07"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-04-27"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-05-02"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-05-03"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-05-04"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-05-09"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-05-16"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-05-24"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-06-12"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-06-15"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-07-13"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-07-18"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-07-27"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-08-01"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-08-02"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-08-03"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-09-25"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-09-28"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-10-17"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-10-19"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-10-24"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-10-25"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-10-30"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-11-02"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-11-07"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-11-08"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-11-13"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-11-14"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-11-15"
"2017","Mr"," ALEXANDER",NA,"Senate","2017-12-07"
"2017","Mr"," ALLEN",NA,"House","2017-01-05"
"2017","Mr"," ALLEN",NA,"House","2017-01-11"
"2017","Mr"," ALLEN",NA,"House","2017-01-23"
"2017","Mr"," ALLEN",NA,"House","2017-02-01"
"2017","Mr"," ALLEN",NA,"House","2017-02-02"
"2017","Mr"," ALLEN",NA,"House","2017-02-07"
"2017","Mr"," ALLEN",NA,"House","2017-02-16"
"2017","Mr"," ALLEN",NA,"House","2017-03-01"
"2017","Mr"," ALLEN",NA,"House","2017-03-08"
"2017","Mr"," ALLEN",NA,"House","2017-03-16"
"2017","Mr"," ALLEN",NA,"House","2017-03-21"
"2017","Mr"," ALLEN",NA,"House","2017-03-22"
"2017","Mr"," ALLEN",NA,"House","2017-04-04"
"2017","Mr"," ALLEN",NA,"House","2017-05-02"
"2017","Mr"," ALLEN",NA,"House","2017-05-18"
"2017","Mr"," ALLEN",NA,"House","2017-05-24"
"2017","Mr"," ALLEN",NA,"House","2017-06-07"
"2017","Mr"," ALLEN",NA,"House","2017-06-20"
"2017","Mr"," ALLEN",NA,"House","2017-06-22"
"2017","Mr"," ALLEN",NA,"House","2017-06-29"
"2017","Mr"," ALLEN",NA,"House","2017-07-13"
"2017","Mr"," ALLEN",NA,"House","2017-07-24"
"2017","Mr"," ALLEN",NA,"House","2017-07-25"
"2017","Mr"," ALLEN",NA,"House","2017-09-14"
"2017","Mr"," ALLEN",NA,"House","2017-09-28"
"2017","Mr"," ALLEN",NA,"House","2017-10-02"
"2017","Mr"," ALLEN",NA,"House","2017-10-03"
"2017","Mr"," ALLEN",NA,"House","2017-10-04"
"2017","Mr"," ALLEN",NA,"House","2017-10-11"
"2017","Mr"," ALLEN",NA,"House","2017-10-24"
"2017","Mr"," ALLEN",NA,"House","2017-10-26"
"2017","Mr"," ALLEN",NA,"House","2017-11-02"
"2017","Mr"," ALLEN",NA,"House","2017-11-03"
"2017","Mr"," ALLEN",NA,"House","2017-11-07"
"2017","Mr"," ALLEN",NA,"House","2017-11-14"
"2017","Mr"," ALLEN",NA,"House","2017-11-29"
"2017","Mr"," ALLEN",NA,"House","2017-12-06"
"2017","Mr"," AMASH",NA,"House","2017-03-10"
"2017","Mr"," AMASH",NA,"House","2017-09-07"
"2017","Mr"," AMASH",NA,"House","2017-09-12"
"2017","Mr"," AMODEI",NA,"House","2017-04-27"
"2017","Mr"," AMODEI",NA,"House","2017-09-06"
"2017","Mr"," AMODEI",NA,"House","2017-09-13"
"2017","Mr"," AMODEI",NA,"House","2017-12-01"
"2017","Mr"," ARRINGTON",NA,"House","2017-01-05"
"2017","Mr"," ARRINGTON",NA,"House","2017-01-13"
"2017","Mr"," ARRINGTON",NA,"House","2017-01-23"
"2017","Mr"," ARRINGTON",NA,"House","2017-02-02"
"2017","Mr"," ARRINGTON",NA,"House","2017-02-28"
"2017","Mr"," ARRINGTON",NA,"House","2017-03-01"
"2017","Mr"," ARRINGTON",NA,"House","2017-03-09"
"2017","Mr"," ARRINGTON",NA,"House","2017-03-15"
"2017","Mr"," ARRINGTON",NA,"House","2017-03-16"
"2017","Mr"," ARRINGTON",NA,"House","2017-03-22"
"2017","Mr"," ARRINGTON",NA,"House","2017-03-24"
"2017","Mr"," ARRINGTON",NA,"House","2017-05-02"
"2017","Mr"," ARRINGTON",NA,"House","2017-05-22"
"2017","Mr"," ARRINGTON",NA,"House","2017-06-07"
"2017","Mr"," ARRINGTON",NA,"House","2017-06-12"
"2017","Mr"," ARRINGTON",NA,"House","2017-06-13"
"2017","Mr"," ARRINGTON",NA,"House","2017-06-21"
"2017","Mr"," ARRINGTON",NA,"House","2017-06-27"
"2017","Mr"," ARRINGTON",NA,"House","2017-07-13"
"2017","Mr"," ARRINGTON",NA,"House","2017-07-25"
"2017","Mr"," ARRINGTON",NA,"House","2017-07-28"
"2017","Mr"," ARRINGTON",NA,"House","2017-09-06"
"2017","Mr"," ARRINGTON",NA,"House","2017-09-13"
"2017","Mr"," ARRINGTON",NA,"House","2017-09-14"
"2017","Mr"," ARRINGTON",NA,"House","2017-10-03"
"2017","Mr"," ARRINGTON",NA,"House","2017-10-04"
"2017","Mr"," ARRINGTON",NA,"House","2017-10-12"
"2017","Mr"," ARRINGTON",NA,"House","2017-11-01"
"2017","Mr"," ARRINGTON",NA,"House","2017-11-02"
"2017","Mr"," ARRINGTON",NA,"House","2017-11-06"
"2017","Mr"," ARRINGTON",NA,"House","2017-11-07"
"2017","Mr"," ARRINGTON",NA,"House","2017-11-09"
"2017","Mr"," ARRINGTON",NA,"House","2017-11-14"
"2017","Mr"," ARRINGTON",NA,"House","2017-11-15"
"2017","Mr"," ARRINGTON",NA,"House","2017-11-28"
"2017","Mr"," ARRINGTON",NA,"House","2017-11-29"
"2017","Mr"," ARRINGTON",NA,"House","2017-12-05"
"2017","Mr"," ARRINGTON",NA,"House","2017-12-21"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-01-11"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-01-12"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-01-23"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-01-30"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-02-16"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-03-01"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-03-21"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-05-04"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-06-07"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-07-12"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-07-17"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-09-07"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-10-25"
"2017","Mr"," AUSTIN SCOTT","Georgia","House","2017-11-01"
"2017","Mr"," BABIN",NA,"House","2017-01-04"
"2017","Mr"," BABIN",NA,"House","2017-01-05"
"2017","Mr"," BABIN",NA,"House","2017-01-11"
"2017","Mr"," BABIN",NA,"House","2017-01-24"
"2017","Mr"," BABIN",NA,"House","2017-02-01"
"2017","Mr"," BABIN",NA,"House","2017-02-07"
"2017","Mr"," BABIN",NA,"House","2017-03-01"
"2017","Mr"," BABIN",NA,"House","2017-03-07"
"2017","Mr"," BABIN",NA,"House","2017-03-09"
"2017","Mr"," BABIN",NA,"House","2017-03-29"
"2017","Mr"," BABIN",NA,"House","2017-03-30"
"2017","Mr"," BABIN",NA,"House","2017-04-03"
"2017","Mr"," BABIN",NA,"House","2017-04-05"
"2017","Mr"," BABIN",NA,"House","2017-05-17"
"2017","Mr"," BABIN",NA,"House","2017-06-06"
"2017","Mr"," BABIN",NA,"House","2017-06-13"
"2017","Mr"," BABIN",NA,"House","2017-06-20"
"2017","Mr"," BABIN",NA,"House","2017-06-29"
"2017","Mr"," BABIN",NA,"House","2017-09-06"
"2017","Mr"," BABIN",NA,"House","2017-09-14"
"2017","Mr"," BABIN",NA,"House","2017-09-26"
"2017","Mr"," BABIN",NA,"House","2017-10-02"
"2017","Mr"," BABIN",NA,"House","2017-10-03"
"2017","Mr"," BABIN",NA,"House","2017-10-12"
"2017","Mr"," BABIN",NA,"House","2017-11-08"
"2017","Mr"," BABIN",NA,"House","2017-11-14"
"2017","Mr"," BABIN",NA,"House","2017-11-16"
"2017","Mr"," BABIN",NA,"House","2017-12-06"
"2017","Mr"," BABIN",NA,"House","2017-12-14"
"2017","Mr"," BACON",NA,"House","2017-01-05"
"2017","Mr"," BACON",NA,"House","2017-01-10"
"2017","Mr"," BACON",NA,"House","2017-01-12"
"2017","Mr"," BACON",NA,"House","2017-01-13"
"2017","Mr"," BACON",NA,"House","2017-02-02"
"2017","Mr"," BACON",NA,"House","2017-02-14"
"2017","Mr"," BACON",NA,"House","2017-03-01"
"2017","Mr"," BACON",NA,"House","2017-03-09"
"2017","Mr"," BACON",NA,"House","2017-03-15"
"2017","Mr"," BACON",NA,"House","2017-03-22"
"2017","Mr"," BACON",NA,"House","2017-03-27"
"2017","Mr"," BACON",NA,"House","2017-04-06"
"2017","Mr"," BACON",NA,"House","2017-04-27"
"2017","Mr"," BACON",NA,"House","2017-04-28"
"2017","Mr"," BACON",NA,"House","2017-05-02"
"2017","Mr"," BACON",NA,"House","2017-05-17"
"2017","Mr"," BACON",NA,"House","2017-05-18"
"2017","Mr"," BACON",NA,"House","2017-05-24"
"2017","Mr"," BACON",NA,"House","2017-05-25"
"2017","Mr"," BACON",NA,"House","2017-06-08"
"2017","Mr"," BACON",NA,"House","2017-06-15"
"2017","Mr"," BACON",NA,"House","2017-06-29"
"2017","Mr"," BACON",NA,"House","2017-07-12"
"2017","Mr"," BACON",NA,"House","2017-07-13"
"2017","Mr"," BACON",NA,"House","2017-07-24"
"2017","Mr"," BACON",NA,"House","2017-07-27"
"2017","Mr"," BACON",NA,"House","2017-09-07"
"2017","Mr"," BACON",NA,"House","2017-09-14"
"2017","Mr"," BACON",NA,"House","2017-09-27"
"2017","Mr"," BACON",NA,"House","2017-10-11"
"2017","Mr"," BACON",NA,"House","2017-11-07"
"2017","Mr"," BACON",NA,"House","2017-11-08"
"2017","Mr"," BACON",NA,"House","2017-11-14"
"2017","Mr"," BACON",NA,"House","2017-12-07"
"2017","Mr"," BANKS","Indiana","House","2017-01-24"
"2017","Mr"," BANKS","Indiana","House","2017-02-01"
"2017","Mr"," BANKS","Indiana","House","2017-02-16"
"2017","Mr"," BANKS","Indiana","House","2017-03-09"
"2017","Mr"," BANKS","Indiana","House","2017-03-16"
"2017","Mr"," BANKS","Indiana","House","2017-03-29"
"2017","Mr"," BANKS","Indiana","House","2017-04-04"
"2017","Mr"," BANKS","Indiana","House","2017-05-04"
"2017","Mr"," BANKS","Indiana","House","2017-05-18"
"2017","Mr"," BANKS","Indiana","House","2017-06-13"
"2017","Mr"," BANKS","Indiana","House","2017-07-12"
"2017","Mr"," BANKS","Indiana","House","2017-07-13"
"2017","Mr"," BANKS","Indiana","House","2017-07-14"
"2017","Mr"," BANKS","Indiana","House","2017-07-25"
"2017","Mr"," BANKS","Indiana","House","2017-10-02"
"2017","Mr"," BANKS","Indiana","House","2017-10-10"
"2017","Mr"," BANKS","Indiana","House","2017-10-11"
"2017","Mr"," BANKS","Indiana","House","2017-10-24"
"2017","Mr"," BANKS","Indiana","House","2017-11-06"
"2017","Mr"," BANKS","Indiana","House","2017-11-07"
"2017","Mr"," BANKS","Indiana","House","2017-11-14"
"2017","Mr"," BANKS","Indiana","House","2017-12-07"
"2017","Mr"," BANKS",NA,"House","2017-01-13"
"2017","Mr"," BARLETTA",NA,"House","2017-01-31"
"2017","Mr"," BARLETTA",NA,"House","2017-03-07"
"2017","Mr"," BARLETTA",NA,"House","2017-03-27"
"2017","Mr"," BARLETTA",NA,"House","2017-05-02"
"2017","Mr"," BARLETTA",NA,"House","2017-06-13"
"2017","Mr"," BARLETTA",NA,"House","2017-06-29"
"2017","Mr"," BARLETTA",NA,"House","2017-09-05"
"2017","Mr"," BARLETTA",NA,"House","2017-09-12"
"2017","Mr"," BARLETTA",NA,"House","2017-09-28"
"2017","Mr"," BARLETTA",NA,"House","2017-10-10"
"2017","Mr"," BARLETTA",NA,"House","2017-12-21"
"2017","Mr"," BARR",NA,"House","2017-01-05"
"2017","Mr"," BARR",NA,"House","2017-01-11"
"2017","Mr"," BARR",NA,"House","2017-02-01"
"2017","Mr"," BARR",NA,"House","2017-02-16"
"2017","Mr"," BARR",NA,"House","2017-03-09"
"2017","Mr"," BARR",NA,"House","2017-06-07"
"2017","Mr"," BARR",NA,"House","2017-06-08"
"2017","Mr"," BARR",NA,"House","2017-06-22"
"2017","Mr"," BARR",NA,"House","2017-06-27"
"2017","Mr"," BARR",NA,"House","2017-06-28"
"2017","Mr"," BARR",NA,"House","2017-07-25"
"2017","Mr"," BARR",NA,"House","2017-09-06"
"2017","Mr"," BARR",NA,"House","2017-09-13"
"2017","Mr"," BARR",NA,"House","2017-09-25"
"2017","Mr"," BARR",NA,"House","2017-10-03"
"2017","Mr"," BARR",NA,"House","2017-10-24"
"2017","Mr"," BARR",NA,"House","2017-10-25"
"2017","Mr"," BARR",NA,"House","2017-11-07"
"2017","Mr"," BARR",NA,"House","2017-11-15"
"2017","Mr"," BARR",NA,"House","2017-11-30"
"2017","Mr"," BARR",NA,"House","2017-12-01"
"2017","Mr"," BARR",NA,"House","2017-12-05"
"2017","Mr"," BARR",NA,"House","2017-12-12"
"2017","Mr"," BARR",NA,"House","2017-12-13"
"2017","Mr"," BARR",NA,"House","2017-12-19"
"2017","Mr"," BARR",NA,"House","2017-12-20"
"2017","Mr"," BARRASSO",NA,"Senate","2017-01-04"
"2017","Mr"," BARRASSO",NA,"Senate","2017-01-10"
"2017","Mr"," BARRASSO",NA,"Senate","2017-01-11"
"2017","Mr"," BARRASSO",NA,"Senate","2017-01-24"
"2017","Mr"," BARRASSO",NA,"Senate","2017-01-31"
"2017","Mr"," BARRASSO",NA,"Senate","2017-02-03"
"2017","Mr"," BARRASSO",NA,"Senate","2017-02-09"
"2017","Mr"," BARRASSO",NA,"Senate","2017-02-13"
"2017","Mr"," BARRASSO",NA,"Senate","2017-02-16"
"2017","Mr"," BARRASSO",NA,"Senate","2017-02-27"
"2017","Mr"," BARRASSO",NA,"Senate","2017-03-07"
"2017","Mr"," BARRASSO",NA,"Senate","2017-03-09"
"2017","Mr"," BARRASSO",NA,"Senate","2017-03-15"
"2017","Mr"," BARRASSO",NA,"Senate","2017-03-21"
"2017","Mr"," BARRASSO",NA,"Senate","2017-03-29"
"2017","Mr"," BARRASSO",NA,"Senate","2017-04-04"
"2017","Mr"," BARRASSO",NA,"Senate","2017-04-07"
"2017","Mr"," BARRASSO",NA,"Senate","2017-04-27"
"2017","Mr"," BARRASSO",NA,"Senate","2017-05-02"
"2017","Mr"," BARRASSO",NA,"Senate","2017-05-11"
"2017","Mr"," BARRASSO",NA,"Senate","2017-05-15"
"2017","Mr"," BARRASSO",NA,"Senate","2017-05-17"
"2017","Mr"," BARRASSO",NA,"Senate","2017-05-24"
"2017","Mr"," BARRASSO",NA,"Senate","2017-06-07"
"2017","Mr"," BARRASSO",NA,"Senate","2017-06-14"
"2017","Mr"," BARRASSO",NA,"Senate","2017-06-15"
"2017","Mr"," BARRASSO",NA,"Senate","2017-06-20"
"2017","Mr"," BARRASSO",NA,"Senate","2017-06-21"
"2017","Mr"," BARRASSO",NA,"Senate","2017-06-22"
"2017","Mr"," BARRASSO",NA,"Senate","2017-06-28"
"2017","Mr"," BARRASSO",NA,"Senate","2017-07-10"
"2017","Mr"," BARRASSO",NA,"Senate","2017-07-12"
"2017","Mr"," BARRASSO",NA,"Senate","2017-07-26"
"2017","Mr"," BARRASSO",NA,"Senate","2017-07-27"
"2017","Mr"," BARRASSO",NA,"Senate","2017-07-31"
"2017","Mr"," BARRASSO",NA,"Senate","2017-08-01"
"2017","Mr"," BARRASSO",NA,"Senate","2017-08-03"
"2017","Mr"," BARRASSO",NA,"Senate","2017-09-06"
"2017","Mr"," BARRASSO",NA,"Senate","2017-09-11"
"2017","Mr"," BARRASSO",NA,"Senate","2017-09-13"
"2017","Mr"," BARRASSO",NA,"Senate","2017-09-19"
"2017","Mr"," BARRASSO",NA,"Senate","2017-09-26"
"2017","Mr"," BARRASSO",NA,"Senate","2017-09-27"
"2017","Mr"," BARRASSO",NA,"Senate","2017-10-04"
"2017","Mr"," BARRASSO",NA,"Senate","2017-10-05"
"2017","Mr"," BARRASSO",NA,"Senate","2017-10-16"
"2017","Mr"," BARRASSO",NA,"Senate","2017-10-18"
"2017","Mr"," BARRASSO",NA,"Senate","2017-10-19"
"2017","Mr"," BARRASSO",NA,"Senate","2017-10-25"
"2017","Mr"," BARRASSO",NA,"Senate","2017-10-30"
"2017","Mr"," BARRASSO",NA,"Senate","2017-11-01"
"2017","Mr"," BARRASSO",NA,"Senate","2017-11-02"
"2017","Mr"," BARRASSO",NA,"Senate","2017-11-08"
"2017","Mr"," BARRASSO",NA,"Senate","2017-11-15"
"2017","Mr"," BARRASSO",NA,"Senate","2017-11-29"
"2017","Mr"," BARRASSO",NA,"Senate","2017-12-01"
"2017","Mr"," BARRASSO",NA,"Senate","2017-12-06"
"2017","Mr"," BARRASSO",NA,"Senate","2017-12-07"
"2017","Mr"," BARRASSO",NA,"Senate","2017-12-13"
"2017","Mr"," BARRASSO",NA,"Senate","2017-12-19"
"2017","Mr"," BARTON",NA,"House","2017-03-24"
"2017","Mr"," BARTON",NA,"House","2017-05-04"
"2017","Mr"," BARTON",NA,"House","2017-05-17"
"2017","Mr"," BARTON",NA,"House","2017-06-22"
"2017","Mr"," BARTON",NA,"House","2017-07-12"
"2017","Mr"," BARTON",NA,"House","2017-07-18"
"2017","Mr"," BARTON",NA,"House","2017-07-24"
"2017","Mr"," BARTON",NA,"House","2017-11-03"
"2017","Mr"," BARTON",NA,"House","2017-12-19"
"2017","Mr"," BEN RAY LUJAN","New Mexico","House","2017-03-24"
"2017","Mr"," BEN RAY LUJAN","New Mexico","House","2017-09-07"
"2017","Mr"," BEN RAY LUJAN","New Mexico","House","2017-09-12"
"2017","Mr"," BEN RAY LUJAN","New Mexico","House","2017-11-16"
"2017","Mr"," BENNET",NA,"Senate","2017-01-09"
"2017","Mr"," BENNET",NA,"Senate","2017-01-11"
"2017","Mr"," BENNET",NA,"Senate","2017-01-30"
"2017","Mr"," BENNET",NA,"Senate","2017-02-06"
"2017","Mr"," BENNET",NA,"Senate","2017-02-16"
"2017","Mr"," BENNET",NA,"Senate","2017-03-07"
"2017","Mr"," BENNET",NA,"Senate","2017-03-09"
"2017","Mr"," BENNET",NA,"Senate","2017-03-15"
"2017","Mr"," BENNET",NA,"Senate","2017-03-29"
"2017","Mr"," BENNET",NA,"Senate","2017-03-30"
"2017","Mr"," BENNET",NA,"Senate","2017-04-04"
"2017","Mr"," BENNET",NA,"Senate","2017-04-27"
"2017","Mr"," BENNET",NA,"Senate","2017-05-03"
"2017","Mr"," BENNET",NA,"Senate","2017-05-10"
"2017","Mr"," BENNET",NA,"Senate","2017-05-25"
"2017","Mr"," BENNET",NA,"Senate","2017-06-07"
"2017","Mr"," BENNET",NA,"Senate","2017-06-21"
"2017","Mr"," BENNET",NA,"Senate","2017-06-26"
"2017","Mr"," BENNET",NA,"Senate","2017-07-11"
"2017","Mr"," BENNET",NA,"Senate","2017-07-26"
"2017","Mr"," BENNET",NA,"Senate","2017-07-27"
"2017","Mr"," BENNET",NA,"Senate","2017-08-03"
"2017","Mr"," BENNET",NA,"Senate","2017-09-05"
"2017","Mr"," BENNET",NA,"Senate","2017-09-26"
"2017","Mr"," BENNET",NA,"Senate","2017-10-05"
"2017","Mr"," BENNET",NA,"Senate","2017-10-24"
"2017","Mr"," BENNET",NA,"Senate","2017-10-26"
"2017","Mr"," BENNET",NA,"Senate","2017-11-15"
"2017","Mr"," BENNET",NA,"Senate","2017-11-29"
